"RiskPercent","WinRate","RewardRiskRatio","EndBalance"
0.025,28,5,531537.078790114
0.013,28,7,530133.260270447
0.029,16,9,529934.766753136
0.013,23,9,529928.936048681
0.02,16,10,529150.010352827
0.013,32,6,528859.103520315
0.014,32,6,528181.457041789
0.02,23,7,527618.190847313
0.006,35,10,527601.469642817
0.015,30,6,526616.423586132
0.023,34,4,526599.002450289
0.012,24,9,526223.181544302
0.022,22,7,526147.249427231
0.017,28,6,526024.573341988
0.027,18,8,525824.449573716
0.006,38,9,525426.376728549
0.01,33,7,525065.388104828
0.018,25,7,525033.042762362
0.023,29,5,524426.806535759
0.029,39,3,524386.20574356
0.023,22,7,524191.179931041
0.021,36,4,524117.878800323
0.006,34,10,523785.979998595
0.028,16,9,523318.862504917
0.02,18,9,523243.696786508
0.026,33,4,522891.222687745
0.026,23,6,522721.104364009
0.024,34,4,522290.226720604
0.019,23,7,520717.007576215
0.025,33,4,519726.393641364
0.011,23,10,519501.59216586
0.029,32,4,518750.273197365
0.009,40,6,518539.882190036
0.014,31,6,517426.29617177
0.009,36,7,517082.876076101
0.012,30,7,516272.870737062
0.018,38,4,516243.820700727
0.015,26,7,516174.263018264
0.019,37,4,515728.704547048
0.016,34,5,513929.741617623
0.029,23,6,513136.920527864
0.011,25,9,512656.883561579
0.008,34,8,512600.438329811
0.014,36,5,512419.084894531
0.027,20,7,512129.206268136
0.017,39,4,511770.352113463
0.019,31,5,511653.498675064
0.023,21,7,510869.522419483
0.02,37,4,510750.487662355
0.025,32,4,510713.651774397
0.007,37,8,510594.02701699
0.009,29,9,508934.877104232
0.011,36,6,508619.403919731
0.028,26,5,507299.486171718
0.017,33,5,506779.56219166
0.015,19,10,506766.508862035
0.012,26,8,506251.328026085
0.02,36,4,506175.722634778
0.027,40,3,505627.065040614
0.027,32,4,505605.282783745
0.021,22,7,505468.939446447
0.012,34,6,505209.090271212
0.018,27,6,504269.31096894
0.013,20,10,503714.568269316
0.011,22,10,503420.314512983
0.005,39,10,503247.278172228
0.01,37,6,502184.121176765
0.027,26,5,501777.78044562
0.014,27,7,501561.973747278
0.008,30,9,500479.668515335
0.026,17,9,500223.932920039
0.011,27,8,500039.310140356
0.011,24,9,497661.356007591
0.02,20,8,497526.020384368
0.018,24,7,497089.81428544
0.007,30,10,496836.161834731
0.024,15,10,496747.082218936
0.026,40,3,494872.742664074
0.009,35,7,494869.957955344
0.016,40,4,494859.818322253
0.011,31,7,494753.27418781
0.022,21,7,494734.734363415
0.013,37,5,493751.630899032
0.015,35,5,493700.383656315
0.028,22,6,493686.911111147
0.009,26,10,493680.575623172
0.02,30,5,493307.210943412
0.022,29,5,493191.962478162
0.009,28,9,492715.398895414
0.013,25,8,492512.106244085
0.022,24,6,492228.082888497
0.016,25,7,491956.255650745
0.021,35,4,491610.522510621
0.014,22,9,491075.267847773
0.02,25,6,490573.660895334
0.014,30,6,490284.554603352
0.006,36,9,488640.720618245
0.006,37,9,488054.843942623
0.026,32,4,486823.346600761
0.02,22,7,486298.100801056
0.008,31,9,485498.743100419
0.017,24,7,484769.763610403
0.011,40,5,484666.265430327
0.017,22,8,484634.829559906
0.018,23,7,484377.570722738
0.005,38,10,483712.423110874
0.008,33,8,483568.505517222
0.01,26,9,483518.70910864
0.021,18,9,483505.683474298
0.029,26,5,483433.882409926
0.015,23,8,482385.919111164
0.01,29,8,482132.885167514
0.011,35,6,481937.684130283
0.016,18,10,481083.028647919
0.009,39,6,479581.818910745
0.013,24,8,478880.845129333
0.009,25,10,478765.598607126
0.017,20,9,478284.686054057
0.009,31,8,478182.943479903
0.012,39,5,478164.461039298
0.006,33,10,477883.952374965
0.008,27,10,477215.283935634
0.014,24,8,476820.998248027
0.016,29,6,476057.337602681
0.029,22,6,476032.962476552
0.007,40,7,475188.441850055
0.012,33,6,475169.114219065
0.016,28,6,474992.587919743
0.011,39,5,474852.885360427
0.03,37,3,474448.659339556
0.026,39,3,474220.177656402
0.014,21,9,474194.224631715
0.008,37,7,473926.78377697
0.011,30,7,473046.647882269
0.03,31,4,472563.389707316
0.029,19,7,472292.086921426
0.024,33,4,472226.945195084
0.007,29,10,472225.354794662
0.026,18,8,471960.663682105
0.016,19,10,471036.253296629
0.019,26,6,470926.277422505
0.024,24,6,470536.565952116
0.01,23,10,470489.454561459
0.007,36,8,470156.218346803
0.027,15,10,469978.788356591
0.008,29,9,469837.640719342
0.025,20,7,469572.993501416
0.017,19,9,469429.832337555
0.008,28,9,468711.742227547
0.012,25,8,468392.153379878
0.006,40,8,468268.580137189
0.01,28,8,468028.953652243
0.014,26,7,467928.881534734
0.015,34,5,467755.168064616
0.015,29,6,467718.631667631
0.021,29,5,466884.013407177
0.027,39,3,466800.016963612
0.028,39,3,466232.01330818
0.02,35,4,464940.468290684
0.019,18,9,464693.960844345
0.016,22,8,464539.48103091
0.007,32,9,464527.022205051
0.025,40,3,464447.706772374
0.03,38,3,464313.461710925
0.025,23,6,463861.936415969
0.018,26,6,463463.870782434
0.01,32,7,463108.08215064
0.007,33,9,462904.472991887
0.028,17,8,462873.769416765
0.029,31,4,462627.58840509
0.03,19,7,462498.60384659
0.029,15,9,462483.900671788
0.025,27,5,461666.789610965
0.006,32,10,461460.918326106
0.008,32,8,461132.901656516
0.009,30,8,461072.299394848
0.012,23,9,460627.325555404
0.026,20,7,460583.442056188
0.008,26,10,460310.241352666
0.018,21,8,459617.168385742
0.005,40,9,459552.278888227
0.021,25,6,459223.674160032
0.014,35,5,459038.282868792
0.007,35,8,459037.029919192
0.023,15,10,458903.482912339
0.013,36,5,458853.815152602
0.012,21,10,457963.214056954
0.029,14,10,457923.757012531
0.013,22,9,457565.133218025
0.005,37,10,457329.062606636
0.03,17,8,457225.342506379
0.016,39,4,456821.954308362
0.016,24,7,456188.464363609
0.022,34,4,455639.528750618
0.023,17,9,455636.744646017
0.024,20,7,455221.399421049
0.024,21,7,455221.399421046
0.029,38,3,454678.145412726
0.019,30,5,453435.723045539
0.018,17,10,453432.6098801
0.009,34,7,452939.660927508
0.023,24,6,451956.744019506
0.015,20,9,451354.887585698
0.019,36,4,451090.965112053
0.012,28,7,450935.424643778
0.006,35,9,450359.914743085
0.022,28,5,450275.005233571
0.006,39,8,449929.277524214
0.029,21,6,449748.375313298
0.005,36,10,449352.267341295
0.011,34,6,448987.160606709
0.009,37,6,448890.683627149
0.016,33,5,448886.403842995
0.018,37,4,448638.330393268
0.015,22,8,448488.346153588
0.027,14,10,448193.560798883
0.028,31,4,448170.010968849
0.012,29,7,447916.380559557
0.02,19,8,447430.902018576
0.018,16,10,447196.399886826
0.012,32,6,446915.329624254
0.012,38,5,446558.827061746
0.013,31,6,446534.663619223
0.007,34,8,445928.211996148
0.01,36,6,444609.898501491
0.011,26,8,444487.549925758
0.017,27,6,443217.537974294
0.016,32,5,442895.635274851
0.022,17,9,442873.370483096
0.028,38,3,442826.395299956
0.029,17,8,442715.827828563
0.024,32,4,442607.33409422
0.022,18,8,441788.476860527
0.016,21,8,441719.361189019
0.026,16,9,441591.590297714
0.01,25,9,441477.20467629
0.017,38,4,439929.530421494
0.007,39,7,439856.117794004
0.009,24,10,439270.757840438
0.021,19,8,437896.070669595
0.015,25,7,437430.962843348
0.026,22,6,437380.650677813
0.009,33,7,436928.092542372
0.017,21,8,436774.710405616
0.014,29,6,436761.114472343
0.025,16,9,436324.473934018
0.013,21,9,435521.825055479
0.01,31,7,435449.546109131
0.008,35,7,434707.579165527
0.015,33,5,434487.485513927
0.03,13,10,434193.941796044
0.015,28,6,434130.352184259
0.023,28,5,434125.110987925
0.026,26,5,433875.501773691
0.014,34,5,433195.805453276
0.017,32,5,433135.016549503
0.008,36,7,433041.90191385
0.01,40,5,432952.124627939
0.03,30,4,432555.951900907
0.005,39,9,432362.73705942
0.017,31,5,432252.621402575
0.007,31,9,432222.244488309
0.019,20,8,431830.891845492
0.022,15,10,431645.170972267
0.013,27,7,431509.129706308
0.016,20,9,431420.44236899
0.009,38,6,431155.347594598
0.018,31,5,430709.879390206
0.015,40,4,430691.362935143
0.014,23,8,430579.134157299
0.015,24,7,430146.758251151
0.016,38,4,429193.852443641
0.03,36,3,428454.261461791
0.029,30,4,428420.75602168
0.014,20,9,428150.246702634
0.021,34,4,428003.089755881
0.029,37,3,427574.102727469
0.022,19,8,427176.422642619
0.023,27,5,426998.44784397
0.019,16,10,426910.878669719
0.025,22,6,425766.253746705
0.029,18,7,425509.946920694
0.016,23,7,425191.556842604
0.014,19,10,425080.685393958
0.02,17,9,425052.849431758
0.007,28,10,424308.174042101
0.021,28,5,424266.18420466
0.018,18,9,424059.060658009
0.018,35,4,423914.745872249
0.027,22,6,423549.226554462
0.016,19,9,423221.37825666
0.006,34,9,423122.63071649
0.008,40,6,423049.744977733
0.007,38,7,422714.079380951
0.02,29,5,422586.433660664
0.01,24,9,422480.789225328
0.009,27,9,422456.759358864
0.027,25,5,421960.145858819
0.023,20,7,421174.560833329
0.023,18,8,420897.066166838
0.012,36,5,420660.241083722
0.01,27,8,420509.733019284
0.009,29,8,420415.679637019
0.024,39,3,420347.498488769
0.006,30,10,420188.180822384
0.029,25,5,419916.641937058
0.021,24,6,419857.10820429
0.022,33,4,419569.504982617
0.025,26,5,419427.780227018
0.011,21,10,419391.902503578
0.019,17,9,418617.815367101
0.028,29,4,418468.424521295
0.014,28,6,417924.929917803
0.009,32,7,417556.922174169
0.005,35,10,416515.723195008
0.017,23,7,416310.628265837
0.01,22,10,415519.457715304
0.022,27,5,415454.840135893
0.015,32,5,415000.98969129
0.008,39,6,414376.058415443
0.021,18,8,413775.364067771
0.006,38,8,413587.083805305
0.024,27,5,413562.741061038
0.019,29,5,412984.070918685
0.019,22,7,412724.030062205
0.006,31,10,412224.38555193
0.024,18,8,411808.507666882
0.013,35,5,411718.494568623
0.018,36,4,411142.809151173
0.013,30,6,411057.838217693
0.014,33,5,410873.196565205
0.03,25,5,410540.110141702
0.021,17,9,410510.080881202
0.03,16,8,410464.553602232
0.012,21,9,410036.074688498
0.018,20,8,409708.647897261
0.014,18,10,409666.027932308
0.018,30,5,409400.130455444
0.009,26,9,409361.41890365
0.017,17,10,408486.713081634
0.026,27,5,407642.289808059
0.012,35,5,407545.702417137
0.017,36,4,407191.776794837
0.023,33,4,406579.126106816
0.007,33,8,406494.606292377
0.008,25,10,406256.876890465
0.011,23,9,406063.405188998
0.012,37,5,405205.546824099
0.027,19,7,404773.402258478
0.01,34,6,403962.168081231
0.021,15,10,403952.444739635
0.024,31,4,403556.3935506
0.02,28,5,403272.579602238
0.024,40,3,402965.874003679
0.006,33,9,402572.011655696
0.024,22,6,402512.971766887
0.007,30,9,401882.712506824
0.026,31,4,401648.086686149
0.009,28,8,401452.199579899
0.025,31,4,401275.999357102
0.018,22,7,401146.415046947
0.02,24,6,401046.010286922
0.028,25,5,401028.747699152
0.012,24,8,400955.783443184
0.03,21,6,400426.748323828
0.016,27,6,400217.319464283
0.021,33,4,400194.856513745
0.013,19,10,400179.958220535
0.008,30,8,400168.612419297
0.01,39,5,399991.377117144
0.006,37,8,399972.231123464
0.012,20,10,399775.132907635
0.015,39,4,399577.84647974
0.013,23,8,399021.299210558
0.011,38,5,398936.939917668
0.007,37,7,397688.41800337
0.01,30,7,397186.730341002
0.025,39,3,396584.228798301
0.027,37,3,396574.905747704
0.008,31,8,396441.547491035
0.021,21,7,396247.852473802
0.008,34,7,396190.769623148
0.015,38,4,395701.761029615
0.012,19,10,395577.973345926
0.027,16,9,395482.590865965
0.027,38,3,395292.427933135
0.028,30,4,395134.228603861
0.019,19,8,395113.524902087
0.027,31,4,394968.600205486
0.017,18,9,394073.63417043
0.024,16,9,394044.257108418
0.005,38,9,393776.543272001
0.011,32,6,393609.9658497
0.03,29,4,393568.123454055
0.023,40,3,393413.733182762
0.019,21,7,393140.424063075
0.026,15,9,392881.067542882
0.004,40,10,392589.307335094
0.011,29,7,392562.412534353
0.013,26,7,392150.604204706
0.017,30,5,391546.314551822
0.011,31,6,391193.443412736
0.02,15,10,390701.889127675
0.021,16,9,390349.607926304
0.009,25,9,390299.96840892
0.02,34,4,389928.01365755
0.026,38,3,389616.451796514
0.007,27,10,389559.622147682
0.012,22,9,388491.404205799
0.017,37,4,388268.225089985
0.017,22,7,387900.057279353
0.011,28,7,387757.289309235
0.013,40,4,387539.624094159
0.011,33,6,387298.196273019
0.023,16,9,387046.912089075
0.008,27,9,386854.776270085
0.022,23,6,386563.075123266
0.023,32,4,386524.790748898
0.009,23,10,386243.529246941
0.012,31,6,386160.460456377
0.014,40,4,386137.897646266
0.027,30,4,386010.880193185
0.016,31,5,385730.279730515
0.005,37,9,385595.077978046
0.026,14,10,384804.63656713
0.02,21,7,384430.415005362
0.019,25,6,384255.670700926
0.026,25,5,384191.392639857
0.01,35,6,384111.864899934
0.024,23,6,384028.020648149
0.014,22,8,383955.73284465
0.021,14,10,383954.907388636
0.013,18,10,383384.888741909
0.02,33,4,381827.309905821
0.023,39,3,381651.845324286
0.015,18,10,381626.25295038
0.017,26,6,381528.054605082
0.013,25,7,381296.354006106
0.025,14,10,380807.095105613
0.029,13,10,380666.506571511
0.006,32,9,380272.334894902
0.016,17,10,380075.339086183
0.009,36,6,379645.181364805
0.004,39,10,379012.952607653
0.005,36,9,378907.191206179
0.01,23,9,378111.206515294
0.014,25,7,377845.774420352
0.01,26,8,377135.945189041
0.016,37,4,377035.66194509
0.008,24,10,376987.705201488
0.023,23,6,376817.50046111
0.028,21,6,376760.855352194
0.012,30,6,376553.652347241
0.012,27,7,376135.491275733
0.015,17,10,376004.7393158
0.029,36,3,375059.845246729
0.028,37,3,374781.993003855
0.015,27,6,374409.577052534
0.015,23,7,374274.334735915
0.023,26,5,374039.448820098
0.008,38,6,374021.919657637
0.009,31,7,374013.018619122
0.019,35,4,373763.257158883
0.009,35,6,373478.622527369
0.027,16,8,373403.917511511
0.006,40,7,372951.091452627
0.018,29,5,372697.387268994
0.028,19,7,372665.961448999
0.015,21,8,372292.719432266
0.027,29,4,372199.6138922
0.014,21,8,372055.371074654
0.007,29,9,371846.833973316
0.02,16,9,371786.804033106
0.027,17,8,371595.281287096
0.017,34,4,371484.695953765
0.005,34,10,371296.17767772
0.006,36,8,371255.597190802
0.009,27,8,371126.586965217
0.011,25,8,370858.932415381
0.022,20,7,370766.331944043
0.015,37,4,370711.997355353
0.01,33,6,369608.170565222
0.007,36,7,369357.25535346
0.027,21,6,368998.570746182
0.016,26,6,368396.877434726
0.017,35,4,367403.421103598
0.022,39,3,367116.123693757
0.028,36,3,366893.075957292
0.012,26,7,366866.64176055
0.013,34,5,366555.540809941
0.016,30,5,366249.555823231
0.025,17,8,365690.344200394
0.011,26,7,365563.152255174
0.008,33,7,365269.463172753
0.01,38,5,365132.836608231
0.018,28,5,365130.264418543
0.028,14,10,364709.992512023
0.015,31,5,364570.433007016
0.028,16,8,364413.290371694
0.018,25,6,364372.483148658
0.022,31,4,363680.726416803
0.017,20,8,363553.572813618
0.009,34,6,363499.114300222
0.026,30,4,363404.052917978
0.019,34,4,363264.316084035
0.023,31,4,363259.486560128
0.017,29,5,363089.534960231
0.028,14,9,362781.62731099
0.028,15,9,362781.627310989
0.008,29,8,362590.318066495
0.021,27,5,362464.722604337
0.006,29,10,362455.809187295
0.007,32,8,362240.695498798
0.015,19,9,362087.574073574
0.011,37,5,362058.099667259
0.006,39,7,362017.532944236
0.016,18,9,361837.656824824
0.025,15,9,361793.420798353
0.007,26,10,361531.958663899
0.011,27,7,360770.997527449
0.008,26,9,360564.869809533
0.01,29,7,360551.768999382
0.026,37,3,360388.662084477
0.019,15,10,359725.636079195
0.011,20,10,359678.947568973
0.005,40,8,359619.394652924
0.008,37,6,359445.423637169
0.005,32,10,359443.630623699
0.005,33,10,358851.170835398
0.007,31,8,358608.535878301
0.025,37,3,358494.631330144
0.014,19,9,358444.437135896
0.029,16,8,358429.624728322
0.025,25,5,358335.620783542
0.023,19,7,358252.836283663
0.03,24,5,358079.714740084
0.014,39,4,358027.723389178
0.011,19,10,357943.164445669
0.02,27,5,357687.849012762
0.012,23,8,357601.488513288
0.024,38,3,357408.956422011
0.012,34,5,357246.024500403
0.016,36,4,357077.493539291
0.02,23,6,357070.846477633
0.027,15,9,356957.738253295
0.011,22,9,356654.095403889
0.01,25,8,356354.333261017
0.011,36,5,356134.448495862
0.022,26,5,355555.872216416
0.013,24,7,355272.275410784
0.013,20,9,355153.808177277
0.013,29,6,354731.730815704
0.015,30,5,354542.466064039
0.03,18,7,354420.107946851
0.019,33,4,354404.08614446
0.011,24,8,354355.01458521
0.007,40,6,354316.946293072
0.01,32,6,354161.887039124
0.014,27,6,353810.018856093
0.009,40,5,353152.726842893
0.024,26,5,353006.052560876
0.024,14,10,352570.663189162
0.022,16,9,352371.127163568
0.018,17,9,352343.334225026
0.004,38,10,351238.007652665
0.008,23,10,350751.690386082
0.015,26,6,350452.478371796
0.006,35,8,350416.657500357
0.014,32,5,350278.764978247
0.01,21,10,350025.710664085
0.005,39,8,349883.778374685
0.021,17,8,349756.333237086
0.021,20,7,349365.693502675
0.017,21,7,349352.375927908
0.029,28,4,349234.860572988
0.007,28,9,348905.063647273
0.022,40,3,348852.582892961
0.03,35,3,346903.730234158
0.016,16,10,346857.94552544
0.029,29,4,346713.156551308
0.009,24,9,346595.480560695
0.013,33,5,346002.172534646
0.009,30,7,345790.045665875
0.007,35,7,345743.862635856
0.01,22,9,345580.05623011
0.023,38,3,345561.846817787
0.012,33,5,345113.37271208
0.009,22,10,345037.723972644
0.008,28,8,345021.764624586
0.016,25,6,344849.207874048
0.006,31,9,344437.075136011
0.02,20,7,344270.94358513
0.014,38,4,344267.389918204
0.019,24,6,344113.152253863
0.013,39,4,343862.343326354
0.006,38,7,343402.128061033
0.006,28,10,343366.080349572
0.013,22,8,343145.110941599
0.021,40,3,342876.403554569
0.017,16,10,342685.701680864
0.009,39,5,342450.16928091
0.01,37,5,342432.329060163
0.014,24,7,342395.833513203
0.008,36,6,342164.702201117
0.026,19,7,342162.494209475
0.018,24,6,342134.857219614
0.026,17,8,341814.805340014
0.024,19,7,341378.221048454
0.012,40,4,340515.854714618
0.03,23,5,340490.027302711
0.006,34,8,339980.833782404
0.005,35,9,339785.008743604
0.025,38,3,339653.906354181
0.007,27,9,339511.392117573
0.017,17,9,339352.504534663
0.013,28,6,339266.624067449
0.016,35,4,338988.200908587
0.017,25,6,338740.702437542
0.008,32,7,338706.331894942
0.026,16,8,338633.225549557
0.012,20,9,338436.754915467
0.02,40,3,338433.107964883
0.011,21,9,338319.125422519
0.022,32,4,338221.26121473
0.007,25,10,338113.465298402
0.023,30,4,337880.538476988
0.022,17,8,337565.075049772
0.022,15,9,337215.983940452
0.013,32,5,337211.976635664
0.018,15,10,337001.350233081
0.004,37,10,336713.250461115
0.022,22,6,336558.240415641
0.009,26,8,336488.531655576
0.012,29,6,335631.907778593
0.005,38,8,335394.831074506
0.017,19,8,335252.798855102
0.005,31,10,335198.561269763
0.019,28,5,334865.406296632
0.009,29,7,334768.929346298
0.004,40,9,334723.528952063
0.01,36,5,334514.001656501
0.02,17,8,334329.159625896
0.023,14,10,333749.041474764
0.03,20,6,333608.351462805
0.021,22,6,333367.503148731
0.014,30,5,333346.729777437
0.01,28,7,333105.513915333
0.006,30,9,333058.942625915
0.03,28,4,332729.453987876
0.024,17,8,332585.79137759
0.007,34,7,332455.643690605
0.021,23,6,332389.354623922
0.009,21,10,332303.591319865
0.011,35,5,332295.144680936
0.017,28,5,332267.248442252
0.007,39,6,332128.903396351
0.012,22,8,331573.975020418
0.01,20,10,331302.330653683
0.006,33,8,331283.560279814
0.01,31,6,331149.822751537
0.006,36,7,330943.874107798
0.014,31,5,330836.830494661
0.008,25,9,330729.069508067
0.015,16,10,330626.233240832
0.021,32,4,330600.841177715
0.012,25,7,330113.456281674
0.01,24,8,329525.237433935
0.011,30,6,328727.786484525
0.004,36,10,328664.02688999
0.016,20,8,328389.605536749
0.012,28,6,328383.32363455
0.005,33,9,328100.540803357
0.005,34,9,328100.540803357
0.008,31,7,327412.74498119
0.009,38,5,327266.33456968
0.006,27,10,327219.163447543
0.019,23,6,327161.692747934
0.016,29,5,327036.300969004
0.025,21,6,326949.420424502
0.025,16,8,326812.046827671
0.018,19,8,326617.263292139
0.027,13,10,326301.110857837
0.02,32,4,326038.610253131
0.03,34,3,325533.825105267
0.006,37,7,325431.44320257
0.028,18,7,325107.890161519
0.016,22,7,325014.148365079
0.005,30,10,324855.389465721
0.018,21,7,324654.225510839
0.024,15,9,324488.333299233
0.026,18,7,324163.456375354
0.018,34,4,323922.724655761
0.023,17,8,323665.206393115
0.005,37,8,323246.404232023
0.014,17,10,323219.458855224
0.009,25,8,323137.14108463
0.023,21,6,322882.917885606
0.022,38,3,322862.476251644
0.022,21,6,322858.471784389
0.021,39,3,322216.309919277
0.011,29,6,322213.869022259
0.019,40,3,321593.020395273
0.029,35,3,321452.668341339
0.027,28,4,321288.622975353
0.007,30,8,320979.904867233
0.029,24,5,320144.83269625
0.008,35,6,319931.094230902
0.02,39,3,319749.480075415
0.009,33,6,319668.898080252
0.013,38,4,319515.482096694
0.015,18,9,319245.893217024
0.027,36,3,318863.721679737
0.023,22,6,318753.211957088
0.021,31,4,318675.485770476
0.015,36,4,318607.375340115
0.03,14,9,318535.011991172
0.021,25,5,318365.985936149
0.014,23,7,318364.843356126
0.004,39,9,318146.837834469
0.014,37,4,317867.745918361
0.026,13,10,317773.724475852
0.024,25,5,317340.810620184
0.027,18,7,317172.205074222
0.019,27,5,317040.478649577
0.009,23,9,316774.676076046
0.025,19,7,316119.530453772
0.008,30,7,316090.965229197
0.019,16,9,316072.568322421
0.03,17,7,315887.610309248
0.028,24,5,315427.076020388
0.028,28,4,314983.64140762
0.012,18,10,314439.549449751
0.016,34,4,313683.31204129
0.013,19,9,313098.074432169
0.007,24,10,313063.416567635
0.022,14,10,312200.137700794
0.009,28,7,311967.674071174
0.02,18,8,311679.402136694
0.015,22,7,311522.511818271
0.012,39,4,311399.84883638
0.018,33,4,311069.36083745
0.006,26,10,311009.63327498
0.026,29,4,310932.579657605
0.011,34,5,310871.058575893
0.018,18,8,310629.425694246
0.007,38,6,310568.628015534
0.028,20,6,310351.746771045
0.014,18,9,310335.616042437
0.014,26,6,310283.387957813
0.029,20,6,310277.565121671
0.027,20,6,310141.923014991
0.021,26,5,309665.676935642
0.011,22,8,309426.771965262
0.013,18,9,309056.229539678
0.004,35,10,309032.706983294
0.019,18,8,308924.437858738
0.018,27,5,308868.124667593
0.005,36,8,308608.351727413
0.011,40,4,308490.901909002
0.004,38,9,308252.140226191
0.015,35,4,308036.147125533
0.013,37,4,307296.577593995
0.005,40,7,306284.620987489
0.013,27,6,306123.832580618
0.007,33,7,305846.69060347
0.008,22,10,305774.50926522
0.01,27,7,305053.046912995
0.005,29,10,304948.94046235
0.025,24,5,304768.040601702
0.008,27,8,304625.259121837
0.028,27,4,304580.312989197
0.015,20,8,304489.298756328
0.007,29,8,304439.225684256
0.007,37,6,304243.540763954
0.006,29,9,304216.985615353
0.016,17,9,303963.356680025
0.01,21,9,303771.53711649
0.021,30,4,303653.881262186
0.019,39,3,303316.84377716
0.008,34,6,303189.005183811
0.026,21,6,302899.958074759
0.006,32,8,302885.093585055
0.025,18,7,302521.806848735
0.014,36,4,302459.031643201
0.016,28,5,302286.835541795
0.015,17,9,302020.501438263
0.008,23,9,301909.918234261
0.008,24,9,301909.918234261
0.025,30,4,301797.50104179
0.022,30,4,301671.304309103
0.006,28,9,301491.967637727
0.012,19,9,301265.840771661
0.006,31,8,301254.263717075
0.009,37,5,300831.25009438
0.008,33,6,300148.816258789
0.01,23,8,300090.977302779
0.007,32,7,300079.656886991
0.025,36,3,300052.709817314
0.006,35,7,299791.307125603
0.021,38,3,299764.825703632
0.01,30,6,299614.283080615
0.011,23,8,299484.910353349
0.009,32,6,299400.009330011
0.023,13,10,299379.42866965
0.03,12,10,299194.452269038
0.025,28,4,299169.273409174
0.025,29,4,299169.273409174
0.01,26,7,299014.385096505
0.027,24,5,298878.46673014
0.019,32,4,298713.959013331
0.023,37,3,298546.368835011
0.012,24,7,298470.968305465
0.013,26,6,298424.801039727
0.024,37,3,298402.710969199
0.018,32,4,298188.944513655
0.013,23,7,298029.64825469
0.008,29,7,298021.062224107
0.011,33,5,297819.517759444
0.011,20,9,297807.026468164
0.019,20,7,297723.519400982
0.029,34,3,297422.246660847
0.004,34,10,297297.727701957
0.007,23,10,297098.063512407
0.017,24,6,296842.300777162
0.013,21,8,296824.004738086
0.014,35,4,296589.773511157
0.009,31,6,296584.636192688
0.011,24,7,296506.199260618
0.018,31,4,296316.763087922
0.024,16,8,295998.887575979
0.021,19,7,295865.181475745
0.026,20,6,295822.005923485
0.024,13,10,295468.368469523
0.008,39,5,295266.099576712
0.012,32,5,295205.127295756
0.019,26,5,295077.115923976
0.024,30,4,295074.80863734
0.024,21,6,295040.790464455
0.027,35,3,295014.58291313
0.018,40,3,294903.916218828
0.013,31,5,294655.480705001
0.018,20,7,294386.498823069
0.011,25,7,294167.913476279
0.012,21,8,294129.825721231
0.022,19,7,293948.682082029
0.008,40,5,293429.668531822
0.03,27,4,293355.845000745
0.022,25,5,293256.347783436
0.023,15,9,293096.405488241
0.023,16,8,293075.294267072
0.009,22,9,292662.250813222
0.005,35,8,292388.223067062
0.007,26,9,292290.867533286
0.02,31,4,292086.149607644
0.016,33,4,291897.054962037
0.017,15,10,291813.993857518
0.005,32,9,291442.806099035
0.009,24,8,290850.669380238
0.018,17,8,290679.837935673
0.012,23,7,290557.746813885
0.018,23,6,290463.70650209
0.014,22,7,290439.873305655
0.006,40,6,290337.00260296
0.015,25,6,290120.38164813
0.009,27,7,289883.579962429
0.019,14,10,289503.452885384
0.01,35,5,289486.20566113
0.026,28,4,289485.140366403
0.025,13,10,289339.803904979
0.016,19,8,289325.290230339
0.026,24,5,289272.268726879
0.012,20,8,288781.099558565
0.016,24,6,288616.387590149
0.017,17,8,288597.794065439
0.02,22,6,288253.76572327
0.015,29,5,288008.636492553
0.024,36,3,287991.934154083
0.023,25,5,287804.602107775
0.02,14,10,287212.30016806
0.011,18,10,286530.314524673
0.004,37,9,286153.959605138
0.009,36,5,286099.174121566
0.017,18,8,285962.150114273
0.011,39,4,285475.195158509
0.005,34,8,285241.668428025
0.006,30,8,285113.173417583
0.006,34,7,284922.081728574
0.013,20,8,284919.87649329
0.005,39,7,284896.415836494
0.012,38,4,284602.64186803
0.019,17,8,284596.172334777
0.027,14,9,284593.525788982
0.026,36,3,284326.913437732
0.022,18,7,284287.840729925
0.017,33,4,284241.978048052
0.007,36,6,284075.62932277
0.012,17,10,284066.023229347
0.02,38,3,284053.182620233
0.008,26,8,283877.302340317
0.005,31,9,283822.510407413
0.022,16,8,283624.820853457
0.012,37,4,283580.098067511
0.029,23,5,283452.36034879
0.026,35,3,283441.425693828
0.005,28,10,283287.117041182
0.004,36,9,283080.614467473
0.019,31,4,282973.111557833
0.028,35,3,282959.327189121
0.024,18,7,282864.033533304
0.013,30,5,282505.426163439
0.006,25,10,282446.709412035
0.018,39,3,282437.52291037
0.017,27,5,282250.525625907
0.018,16,9,281904.006297164
0.013,17,10,281558.418731955
0.003,40,10,281416.426613777
0.016,15,10,281357.457482449
0.008,21,10,281259.579185209
0.007,35,6,281167.985356344
0.014,20,8,280956.615962636
0.016,18,8,280711.807388644
0.024,29,4,280576.676530288
0.01,25,7,280482.370790388
0.007,25,9,280468.37885002
0.004,33,10,280278.764892
0.016,21,7,280187.754651565
0.022,13,10,280017.499807996
0.007,24,9,279880.177753983
0.004,32,10,279785.996719285
0.01,29,6,279558.966629002
0.009,20,10,279462.776958556
