"RiskPercent","WinRate","RewardRiskRatio","EndBalance"
0.014,11,10,130561.24679656
0.006,16,8,130468.308547585
0.006,13,10,130430.234383162
0.006,35,3,130422.639698009
0.016,19,5,130410.257702921
0.013,20,5,130339.012452017
0.002,33,6,130277.26173511
0.021,11,9,130277.157689034
0.011,16,7,130260.918937043
0.007,34,3,130242.512511973
0.002,38,5,130230.977103906
0.003,31,5,130036.077169392
0.007,17,7,130006.3893416
0.002,39,5,129934.400564541
0.002,32,6,129913.013799127
0.003,27,6,129886.835554522
0.012,40,2,129833.197037434
0.015,11,10,129809.68173009
0.001,36,9,129794.86658844
0.004,16,9,129730.15306806
0.004,28,5,129685.124502183
0.003,20,8,129682.207191135
0.009,12,10,129663.165726417
0.003,32,5,129522.183317387
0.025,37,2,129510.621883745
0.019,23,4,129505.659900139
0.001,40,8,129504.695227581
0.024,22,4,129428.096967609
0.026,22,4,129336.569320106
0.014,24,4,129324.431705609
0.002,22,9,129273.672110144
0.008,27,4,129258.128037696
0.015,38,2,129188.940520394
0.03,36,2,129079.947300809
0.006,29,4,129072.623859889
0.02,23,4,129062.108550431
0.001,33,10,129040.165118975
0.005,15,9,129025.070634796
0.01,32,3,128997.720276059
0.007,14,9,128982.721642501
0.001,32,10,128912.484313442
0.019,14,7,128910.997201858
0.004,33,4,128833.772262173
0.006,28,4,128801.880095134
0.005,38,3,128781.869622733
0.003,37,4,128752.352896821
0.024,10,10,128748.187870956
0.004,23,6,128737.690674782
0.028,36,2,128734.336784727
0.017,28,3,128721.840113418
0.001,35,9,128709.199320866
0.01,25,4,128693.339601334
0.014,40,2,128668.142330325
0.013,11,10,128658.033410385
0.017,15,7,128636.483395917
0.001,34,9,128606.277252523
0.021,10,10,128588.627262005
0.002,37,5,128554.140085335
0.001,38,8,128552.501818175
0.029,37,2,128548.05820262
0.013,17,6,128526.061333921
0.008,15,8,128514.787565634
0.012,30,3,128504.523258368
0.002,28,7,128491.293264769
0.004,32,4,128447.87323599
0.029,14,7,128366.620679294
0.004,17,9,128285.511568349
0.007,27,4,128283.933660074
0.003,26,6,128260.649867083
0.01,21,5,128184.489448271
0.005,19,7,128181.272360216
0.005,30,4,128105.175795235
0.005,25,5,128083.56963467
0.003,36,4,128020.584933363
0.008,33,3,127967.261581375
0.001,39,8,127929.274141795
0.013,30,3,127848.346024482
0.005,37,3,127755.775814475
0.001,31,10,127754.97401079
0.007,15,8,127729.436294607
0.003,23,7,127668.454472907
0.004,40,3,127650.546099601
0.003,22,7,127637.820476972
0.03,15,6,127598.442057761
0.026,11,9,127596.880398494
0.021,19,5,127590.451576733
0.004,27,5,127586.006578333
0.01,16,7,127580.451896065
0.017,16,6,127569.313777076
0.014,13,8,127557.479378478
0.025,18,5,127547.17978979
0.015,13,8,127528.862906085
0.015,39,2,127514.102516411
0.006,20,6,127427.278682045
0.024,11,9,127376.444609185
0.002,20,10,127315.524819367
0.014,23,4,127170.37821801
0.004,18,8,127168.44467041
0.016,23,4,127154.207790532
0.007,22,5,127153.378677641
0.002,27,7,127121.305053081
0.005,29,4,127084.49908435
0.021,23,4,127060.437660025
0.002,21,10,127035.763692204
0.029,36,2,126992.063615293
0.024,36,2,126987.105459706
0.011,15,7,126979.788091484
0.023,16,6,126979.568969633
0.027,22,4,126965.542020197
0.018,22,4,126958.189373825
0.002,24,8,126927.682570455
0.022,16,6,126842.69812148
0.005,14,9,126787.217735683
0.011,24,4,126714.831236945
0.001,37,8,126543.730815254
0.019,19,5,126537.459365539
0.001,33,9,126527.069674978
0.002,25,8,126517.131068981
0.007,32,3,126504.797397015
0.012,24,4,126474.402226741
0.013,40,2,126472.630743759
0.003,18,9,126431.612028133
0.016,17,6,126326.374690044
0.007,19,6,126271.250949574
0.008,13,9,126268.121332293
0.004,20,7,126262.895649168
0.004,26,5,126215.600843389
0.002,36,5,126215.513894922
0.003,30,5,126208.300591749
0.008,21,5,126208.204129498
0.024,27,3,126157.421792317
0.001,30,10,126065.897055268
0.011,11,10,126047.740262664
0.004,19,7,125940.114703137
0.027,36,2,125939.306485649
0.018,38,2,125934.942939593
0.024,14,7,125877.478374622
0.002,31,6,125867.112000802
0.022,22,4,125854.493987348
0.011,12,9,125766.236359989
0.026,36,2,125751.085283165
0.029,22,4,125705.133659108
0.028,18,5,125687.990634407
0.004,39,3,125604.372725189
0.027,12,8,125539.478002213
0.016,39,2,125493.759257581
0.005,18,7,125442.65120319
0.006,19,6,125409.982714975
0.001,36,8,125342.285678136
0.005,21,6,125332.094055723
0.005,24,5,125271.722525385
0.007,13,9,125246.861670888
0.007,26,4,125223.303837469
0.009,18,6,125218.049323059
0.007,33,3,125201.063948001
0.009,14,8,125194.115062237
0.004,22,6,125113.307171722
0.002,19,10,125012.045404599
0.002,30,6,125006.661353523
0.02,22,4,124998.700916969
0.009,12,9,124839.121032941
0.008,26,4,124837.834695887
0.016,28,3,124814.763764648
0.007,12,10,124779.16431796
0.015,19,5,124741.23052321
0.002,35,5,124710.03886052
0.008,19,6,124687.932502682
0.004,14,10,124587.791879064
0.015,29,3,124586.435370066
0.013,29,3,124567.550590025
0.02,12,8,124538.761576214
0.001,40,7,124536.656618918
0.001,32,9,124531.277687948
0.011,30,3,124472.476053133
0.012,23,4,124442.386372983
0.014,29,3,124437.750696306
0.03,16,6,124425.486889451
0.003,25,6,124362.020900612
0.017,37,2,124334.148304355
0.007,14,8,124316.518553798
0.003,35,4,124293.089348218
0.014,20,5,124270.346176296
0.003,16,10,124238.845979954
0.003,29,5,124225.029076875
0.012,39,2,124209.938077931
0.019,12,9,124198.545900167
0.002,23,8,124193.274830154
0.004,31,4,124179.139201206
0.002,26,7,124166.474257838
0.018,16,6,124133.931365189
0.008,16,7,124115.720551784
0.01,20,5,124098.676548358
0.001,35,8,124096.393442617
0.003,28,5,124023.959503728
0.011,14,8,124003.95192793
0.023,22,4,123994.614453012
0.002,21,9,123981.82595697
0.011,40,2,123975.922047132
0.02,16,6,123972.897668663
0.001,31,9,123934.983656823
0.03,22,4,123875.14325553
0.009,25,4,123863.395067222
0.001,29,10,123812.159519461
0.029,11,9,123796.572240345
0.005,20,6,123719.707701736
0.025,15,6,123644.804913777
0.017,38,2,123638.645544192
0.006,23,5,123575.807012613
0.001,34,8,123550.352364106
0.006,27,4,123541.750902512
0.001,39,7,123485.082293993
0.008,32,3,123462.483053575
0.006,34,3,123389.198802058
0.019,22,4,123382.389014109
0.018,10,10,123354.297241857
0.009,31,3,123335.688820283
0.011,20,5,123255.780892423
0.016,13,8,123237.009418662
0.005,16,8,123196.875302938
0.019,28,3,123079.350702954
0.005,35,3,123066.1861831
0.018,37,2,123044.679426128
0.015,11,9,123042.953418532
0.02,37,2,122995.713797613
0.028,21,4,122991.533796388
0.008,31,3,122989.33399409
0.002,34,5,122971.413169034
0.003,32,4,122958.006483351
0.005,36,3,122943.187655946
0.014,16,6,122941.665930577
0.014,19,5,122921.072153851
0.013,13,8,122898.706951398
0.002,28,6,122769.416038909
0.014,38,2,122756.146838428
0.01,11,10,122753.469136459
0.012,15,7,122735.607799141
0.026,27,3,122734.444124097
0.02,10,10,122680.926655534
0.021,22,4,122605.771595447
0.004,30,4,122599.86985508
0.001,28,10,122592.521193359
0.003,33,4,122571.315521291
0.005,28,4,122560.517780235
0.003,19,8,122534.527829526
0.015,10,10,122530.298361758
0.005,13,10,122474.100893513
0.008,25,4,122366.173558004
0.006,12,10,122343.878971304
0.021,14,7,122337.062554505
0.005,23,5,122301.286009668
0.027,18,5,122275.837864997
0.01,30,3,122266.133458287
0.001,38,7,122187.979493481
0.006,15,8,122151.756955183
0.004,21,6,122034.315000466
0.003,24,6,122033.824070827
0.015,23,4,122018.8392465
0.027,16,6,121997.374854232
0.017,18,5,121951.12039897
0.026,18,5,121945.880903981
0.019,37,2,121940.150972588
0.003,34,4,121929.531151899
0.003,17,9,121924.975518991
0.002,29,6,121913.073637318
0.001,27,10,121906.733442379
0.001,37,7,121885.337814218
0.002,33,5,121884.304409346
0.01,17,6,121817.117279919
0.006,22,5,121765.438706663
0.011,29,3,121710.720216865
0.004,38,3,121687.749711329
0.022,36,2,121647.151795198
0.01,24,4,121624.792503033
0.007,18,6,121596.596421282
0.013,12,9,121584.344755135
0.02,14,7,121565.515235562
0.002,40,4,121553.723119451
0.003,21,7,121539.721038908
0.003,15,10,121522.432383372
0.002,39,4,121505.112811182
0.002,22,8,121495.904836244
0.004,17,8,121442.268495086
0.013,23,4,121406.496431435
0.012,16,6,121398.687548965
0.002,27,6,121385.143729878
0.017,14,7,121333.174374646
0.001,29,9,121323.187346111
0.004,25,5,121315.516968907
0.003,18,8,121283.881668923
0.009,17,6,121259.616590528
0.006,17,7,121205.757877539
0.009,20,5,121189.218072166
0.001,30,9,121165.57597647
0.006,33,3,121159.11381004
0.03,26,3,121141.926693268
0.002,20,9,121138.781849132
0.008,15,7,121134.342129726
0.019,38,2,121109.005035564
0.002,18,10,121087.444512508
0.002,24,7,120931.562135514
0.002,19,9,120896.765742688
0.016,38,2,120882.503037477
0.014,14,7,120880.766060728
0.001,33,8,120877.731329797
0.013,28,3,120867.156630043
0.005,19,6,120852.587272717
0.006,32,3,120810.698424484
0.013,39,2,120784.614928264
0.01,12,9,120740.651806351
0.004,15,9,120719.305888235
0.001,26,10,120666.040354021
0.016,37,2,120650.649825754
0.002,31,5,120632.976397325
0.02,27,3,120606.449757976
0.005,17,7,120572.909758205
0.028,10,10,120505.687784666
0.006,26,4,120503.813958397
0.002,21,8,120494.14188638
0.005,12,10,120404.080237012
0.003,16,9,120398.540719672
0.011,39,2,120387.894609041
0.01,19,5,120359.505785264
0.004,24,5,120358.569140897
0.004,18,7,120346.124956698
0.012,29,3,120326.874434062
0.009,40,2,120326.738264484
0.007,25,4,120325.763788986
0.001,36,7,120306.317962494
0.019,12,8,120277.764171951
0.011,23,4,120265.013898353
0.001,40,6,120216.295527948
0.007,16,7,120205.172849066
0.023,12,8,120178.345791605
0.01,15,7,120152.906474462
0.027,27,3,120145.949208956
0.03,27,3,120128.898967096
0.003,39,3,120122.395576801
0.003,40,3,120122.395576801
0.011,17,6,120102.657317282
0.002,25,7,120064.033787535
0.011,19,5,120045.101905409
0.009,16,6,120043.731542674
0.01,29,3,120037.228269398
0.001,32,8,120032.170640277
0.001,35,7,120008.33688248
0.005,34,3,120003.81927313
0.022,37,2,119972.935491651
0.004,37,3,119967.263901904
0.012,19,5,119960.982432111
0.01,40,2,119948.333328799
0.004,29,4,119932.2837965
0.013,19,5,119905.092484944
0.002,17,10,119894.699980315
0.025,36,2,119883.753383975
0.006,13,9,119769.002638829
0.004,13,10,119751.378670777
0.005,27,4,119714.135055176
0.001,28,9,119648.527872573
0.013,38,2,119612.763148299
0.004,14,9,119566.129147933
0.002,23,7,119565.634698681
0.001,39,6,119561.719537074
0.002,32,5,119537.848828318
0.008,20,5,119488.688464859
0.002,38,4,119457.045230723
0.008,12,9,119393.588808322
0.029,35,2,119386.191446621
0.004,16,8,119362.062040391
0.003,23,6,119247.359274539
0.006,18,6,119246.859039893
0.023,27,3,119220.691237418
0.023,28,3,119220.691237417
0.004,36,3,119201.95562227
0.008,14,8,119159.762515835
0.008,18,6,119159.52537803
0.024,15,6,119158.840854185
0.001,34,7,119090.230439206
0.024,18,5,119081.319977546
0.007,21,5,119040.443085014
0.012,14,7,119023.810888005
0.001,25,10,118952.871418138
0.005,15,8,118948.405136377
0.009,24,4,118947.803606846
0.002,37,4,118944.498078323
0.018,12,8,118931.211281142
0.005,33,3,118928.684018289
0.021,18,5,118901.468060912
0.002,26,6,118896.044120924
0.025,27,3,118888.909519064
0.003,27,5,118887.457042317
0.014,28,3,118853.545271486
0.003,25,5,118844.667827539
0.025,22,4,118819.519769241
0.015,12,8,118727.416490079
0.026,21,4,118706.197064806
0.021,37,2,118687.171212335
0.003,20,7,118686.227796121
0.008,11,10,118665.501767862
0.001,31,8,118646.703826319
0.011,13,8,118602.857159982
0.027,17,5,118571.489336389
0.014,10,10,118496.509655214
0.004,23,5,118438.832959146
0.029,27,3,118436.832104538
0.023,10,10,118410.959510715
0.015,28,3,118392.737553926
0.008,40,2,118389.428871204
0.001,38,6,118370.906456849
0.007,12,9,118344.818326018
0.026,12,8,118258.685000421
0.007,31,3,118184.26727796
0.017,36,2,118152.601168752
0.002,18,9,118148.090935698
0.001,30,8,118135.273450468
0.001,27,9,118044.190560132
0.009,30,3,118036.484493702
0.017,19,5,118036.205418431
0.005,22,5,117977.173072476
0.001,24,10,117975.591029927
0.013,16,6,117885.024034905
0.018,11,9,117824.294175829
0.021,36,2,117793.372831652
0.001,33,7,117773.322162974
0.028,15,6,117705.374535469
0.003,31,4,117635.972518339
0.022,15,6,117628.245163912
0.012,28,3,117586.561642442
0.005,26,4,117578.717181908
0.003,26,5,117525.813357512
0.012,37,2,117469.242131765
0.016,16,6,117460.009860708
0.001,29,8,117414.518562384
0.017,11,9,117361.763153063
0.001,32,7,117359.501235471
0.002,30,5,117349.162672283
0.009,11,10,117330.005750358
0.015,37,2,117329.147119059
0.006,16,7,117314.1586834
0.029,13,7,117271.176708004
0.002,20,8,117221.237057391
0.008,17,6,117174.760946043
0.009,16,7,117125.269132681
0.002,36,4,117103.416908184
0.01,13,8,117098.445741565
0.003,22,6,117088.651750886
0.004,28,4,117088.343396766
0.028,12,8,117082.724986847
0.017,21,4,117055.957148225
0.006,14,8,117051.397928742
0.009,15,7,117040.992033477
0.017,27,3,117034.641905843
0.003,15,9,117016.018058373
0.007,20,5,117008.397232432
0.028,35,2,116980.151487135
0.001,37,6,116954.301233418
0.015,14,7,116922.634064422
0.024,17,5,116873.902704628
0.015,22,4,116825.951840134
0.002,25,6,116768.160576516
0.008,30,3,116739.132433895
0.03,10,9,116738.477772191
0.003,17,8,116690.832562675
0.004,20,6,116688.355746935
0.004,12,10,116683.182569051
0.016,14,7,116638.624246093
0.004,35,3,116580.270188843
0.001,35,6,116513.059477909
0.01,23,4,116506.525300835
0.003,14,10,116496.889800232
0.011,38,2,116480.141506749
0.001,26,9,116473.011660166
0.018,27,3,116430.769006298
0.003,38,3,116390.641530985
0.016,36,2,116384.813337386
0.007,11,10,116337.744488824
0.005,32,3,116271.17162228
0.002,22,7,116264.427555616
0.001,25,9,116263.557182762
0.001,23,10,116262.248887983
0.013,10,10,116243.522647265
0.023,36,2,116222.205550154
0.001,28,8,116216.046223727
0.002,35,4,116193.590486057
0.001,36,6,116154.760276063
0.023,18,5,116124.065229643
0.009,13,8,116112.456099654
0.003,30,4,116023.818090721
0.01,39,2,115985.220573157
0.015,16,6,115924.587305231
0.002,28,5,115852.091071405
0.007,15,7,115844.388900802
0.003,21,6,115768.465054179
0.021,15,6,115746.293707314
0.012,12,8,115733.821164076
0.009,39,2,115707.172318334
0.003,13,10,115692.465493052
0.018,18,5,115638.389480391
0.002,16,10,115620.944884569
0.001,40,5,115614.893466653
0.003,19,7,115594.184194574
0.007,24,4,115579.313155341
0.001,24,9,115533.428297847
0.002,29,5,115518.930356849
0.029,10,9,115482.645796929
0.01,28,3,115469.428815012
0.001,30,7,115422.85481637
0.018,36,2,115387.187159888
0.002,19,8,115358.444038333
0.02,13,7,115317.0149215
0.019,36,2,115315.939709837
0.022,10,10,115306.068409398
0.022,12,8,115289.364044272
0.006,21,5,115282.210385971
0.002,21,7,115245.850019582
0.006,25,4,115201.809181037
0.009,19,5,115192.223748505
0.005,13,9,115183.835846319
0.013,37,2,115172.615740754
0.008,39,2,115166.687922439
0.007,30,3,115146.682552494
0.016,10,10,115144.630620618
0.001,31,7,115136.969357328
0.012,38,2,115124.913076007
0.014,35,2,115116.463091255
0.028,13,7,115084.770674621
0.001,33,6,115054.241252798
0.004,34,3,115023.975332998
0.01,16,6,115023.358534942
0.001,27,8,115019.455065862
0.003,37,3,115016.14263161
0.003,36,3,114988.542897438
0.006,12,9,114981.896938809
0.029,18,5,114951.156458101
0.001,29,7,114943.707432033
0.001,22,10,114914.563981471
0.012,36,2,114835.180891728
0.023,26,3,114808.439354011
0.003,29,4,114794.775997997
0.029,21,4,114735.405918622
0.002,34,4,114692.894487467
0.005,25,4,114675.903297156
0.001,23,9,114670.203254012
0.004,15,8,114645.763346255
0.001,26,8,114637.090653057
0.005,14,8,114536.831300404
0.014,22,4,114497.133669565
0.008,24,4,114460.065154139
0.017,12,8,114426.678649066
0.019,27,3,114420.828684104
0.001,34,6,114403.745864122
0.006,31,3,114350.482714154
0.02,11,9,114349.944550582
0.004,33,3,114345.072089987
0.003,24,5,114292.353657645
0.001,38,5,114222.126032183
0.011,37,2,114196.641523878
0.018,21,4,114169.761172006
0.004,22,5,114168.974900749
0.019,16,6,114159.258207602
0.006,17,6,114103.097471995
0.009,38,2,114032.475303678
0.005,16,7,114007.362333672
0.002,15,10,114004.553545478
0.007,40,2,113987.250562145
0.002,17,9,113947.947264749
0.002,33,4,113915.651741807
0.021,12,8,113909.119931483
0.003,18,7,113887.029099539
0.012,13,8,113874.812473917
0.028,26,3,113863.226148099
0.002,18,8,113852.654188385
0.025,35,2,113838.299607691
0.005,11,10,113836.822289317
0.004,19,6,113816.698511239
0.001,39,5,113811.673844604
0.004,17,7,113792.735537819
0.002,27,5,113785.491287349
0.002,16,9,113743.041821644
0.001,21,10,113720.012940798
0.011,28,3,113637.622088397
0.012,11,9,113620.166589063
0.004,27,4,113605.342409324
0.009,29,3,113494.831468168
0.017,22,4,113432.744577712
0.007,17,6,113424.923620968
0.001,32,6,113383.292270991
0.019,10,10,113358.859949312
0.024,12,8,113291.263282784
0.011,16,6,113277.769590284
0.014,18,5,113210.112849692
0.006,40,2,113151.822611488
0.014,37,2,113151.264053391
0.002,20,7,113144.840990924
0.001,25,8,113089.76464019
0.002,24,6,113084.128113998
0.005,21,5,113057.373106431
0.006,20,5,113022.340314656
0.009,28,3,113005.635243179
0.003,14,9,112912.718220679
0.002,40,3,112911.209980415
0.001,22,9,112906.588964891
0.021,27,3,112875.258923861
0.008,19,5,112855.794214386
0.001,28,7,112766.925396745
0.024,26,3,112757.269199746
0.027,21,4,112748.965533237
0.004,26,4,112745.265839289
0.001,37,5,112710.80528027
0.008,29,3,112701.713342338
0.025,10,9,112701.092578443
0.012,10,10,112661.298168285
0.001,20,10,112599.789476756
0.023,35,2,112591.651757532
0.009,23,4,112543.773308586
0.02,21,4,112542.938726697
0.003,17,7,112528.673428622
0.003,28,4,112510.537286574
0.006,30,3,112445.555084163
0.006,11,10,112435.369156905
0.004,13,9,112424.226659065
0.008,13,8,112410.961772325
0.016,18,5,112385.272255104
0.022,21,4,112377.506269321
0.012,22,4,112377.214886732
0.027,35,2,112348.484154434
0.002,26,5,112347.363245655
0.003,35,3,112288.697284893
0.016,12,8,112231.283986096
0.001,24,8,112227.958713755
0.003,23,5,112213.215674658
0.03,21,4,112204.001957829
0.014,36,2,112157.727374498
0.002,19,7,112153.593747251
0.003,16,8,112150.548013601
0.001,36,5,112144.183240868
0.001,31,6,112104.820333915
0.016,13,7,112103.158472378
0.002,39,3,112074.284539353
0.015,18,5,111974.796951403
0.001,21,9,111962.183449063
0.01,10,10,111923.945217656
0.001,30,6,111908.813354552
0.003,27,4,111887.861347872
0.003,20,6,111849.563818648
0.012,18,5,111790.151980833
0.007,39,2,111782.753687143
0.002,31,4,111760.573950776
0.001,27,7,111743.197045159
0.015,36,2,111713.424901781
0.005,15,7,111705.516036064
0.003,34,3,111617.00235105
0.025,12,8,111589.282741824
0.002,32,4,111581.905365347
0.028,34,2,111511.862396193
0.007,23,4,111487.3100002
0.007,29,3,111467.056438005
0.005,31,3,111399.995724971
0.009,22,4,111385.108089451
0.005,18,6,111350.373865029
0.003,22,5,111328.049996805
0.002,23,6,111324.885449274
0.011,11,9,111316.623520409
0.023,20,4,111294.006020487
0.001,23,8,111292.563527088
0.01,14,7,111273.171362654
0.007,13,8,111272.042649774
0.006,24,4,111262.089442927
0.014,27,3,111254.600315069
0.001,35,5,111252.851628037
0.018,15,6,111251.162086065
0.01,12,8,111244.77379938
0.015,27,3,111231.847485888
0.021,35,2,111230.878649016
0.001,29,6,111229.376651488
0.011,27,3,111165.163092751
0.016,27,3,111164.298745174
0.013,12,8,111139.508466308
0.026,10,10,111062.023874445
0.029,17,5,111021.899564386
0.002,38,3,111021.302248218
0.001,26,7,111012.582625881
0.028,17,5,111002.433242396
0.029,26,3,110989.83068873
0.008,28,3,110983.97840308
0.006,39,2,110973.45882128
0.013,18,5,110910.193323002
0.005,12,9,110889.811853855
0.007,19,5,110884.955621195
0.004,16,7,110881.47013157
0.009,37,2,110875.122145972
0.001,19,10,110830.339474188
0.002,30,4,110825.744952099
0.016,11,9,110825.032365013
0.02,18,5,110800.280720471
0.002,22,6,110796.264540537
0.006,23,4,110795.810500024
0.026,13,7,110689.128035097
0.002,14,10,110668.70111159
0.014,11,9,110656.59428557
0.001,34,5,110640.439946345
0.005,24,4,110621.295645969
0.009,10,10,110566.214624178
0.013,22,4,110560.472638052
0.005,40,2,110547.211109474
0.001,28,6,110546.32672091
0.004,21,5,110529.46959575
0.006,14,7,110483.506808784
0.003,13,9,110467.100395355
0.007,14,7,110460.479807833
0.002,17,8,110421.763441233
0.004,14,8,110393.620466024
0.026,15,6,110383.254253533
0.009,12,8,110337.653025347
0.002,29,4,110328.164422648
0.001,40,4,110279.352897043
0.021,21,4,110272.820825907
0.002,37,3,110268.933393082
0.003,19,6,110263.820126973
0.008,38,2,110244.682957968
0.026,35,2,110222.556986164
0.023,15,6,110214.403108742
0.02,36,2,110207.007453065
0.004,12,9,110198.430367381
0.01,38,2,110185.50325157
0.001,20,9,110185.114059425
0.022,13,7,110164.278611875
0.004,25,4,110159.837712235
0.022,11,9,110157.122621927
0.018,13,7,110156.730046952
0.01,11,9,110132.220599407
0.006,19,5,110130.784639577
0.001,39,4,110108.554864658
0.005,30,3,110093.265974703
0.013,36,2,110035.712764794
0.001,18,10,110028.660898614
0.001,33,5,110018.196685131
0.009,14,7,110015.464680044
0.016,26,3,109961.578231015
0.004,32,3,109932.044632454
0.001,25,7,109908.021943646
0.002,21,6,109884.902070476
0.006,10,10,109868.565759894
0.006,38,2,109840.725968592
0.029,15,6,109821.893347729
0.001,22,8,109820.026982996
0.002,25,5,109801.747690384
0.017,35,2,109787.124553977
0.007,28,3,109763.732247567
0.027,26,3,109728.784542874
0.011,22,4,109712.4560506
0.008,12,8,109693.302088422
0.002,18,7,109686.976262956
0.001,24,7,109679.657689963
0.03,34,2,109678.831256853
0.025,26,3,109640.821250946
0.013,14,7,109629.107360298
0.001,17,10,109593.828504827
0.004,31,3,109580.83836684
0.024,21,4,109550.485474355
0.001,32,5,109530.808442032
0.03,25,3,109529.402035633
0.003,15,8,109517.531534866
0.013,27,3,109497.848810848
0.013,11,9,109438.519977883
0.004,15,7,109436.379165378
0.008,11,9,109426.533251366
0.025,13,7,109389.614371398
0.012,13,7,109385.020881176
0.008,37,2,109375.028229355
0.005,20,5,109289.33400917
0.008,27,3,109257.459011446
0.006,13,8,109235.668800597
0.001,21,8,109218.787988921
0.006,15,7,109218.266304652
0.005,13,8,109202.59068491
0.001,27,6,109162.215816414
0.022,18,5,109158.594278031
0.003,26,4,109152.746512004
0.011,14,7,109149.428543984
0.004,20,5,109132.549733096
0.005,39,2,109130.345933353
0.019,17,5,109114.158993299
0.012,27,3,109104.238337234
0.016,15,6,109093.736712192
0.004,18,6,109074.758160711
0.002,36,3,109058.283663336
0.003,12,10,109057.305635787
0.003,33,3,109048.647228129
0.026,34,2,109025.629321386
0.001,19,9,109023.366458987
0.011,10,10,109020.130309334
0.001,37,4,109012.972789587
0.012,21,4,108991.15241942
0.002,28,4,108957.686809811
0.008,16,6,108949.1281266
0.001,31,5,108875.604273346
0.015,26,3,108855.354490681
0.009,36,2,108828.732004576
0.017,9,10,108799.969914844
0.002,16,8,108725.714546683
0.001,38,4,108708.167963678
0.017,13,7,108683.110500799
0.001,26,6,108674.275091176
0.014,15,6,108665.371634651
0.012,15,6,108661.040314673
0.01,37,2,108610.279582942
0.003,32,3,108578.587233942
0.029,25,3,108571.068630725
0.002,13,10,108570.831621364
0.022,27,3,108542.978500829
0.002,24,5,108531.115595665
0.011,12,8,108496.168612281
0.008,22,4,108487.224198537
0.002,23,5,108466.019061004
0.004,13,8,108463.619825101
0.016,35,2,108456.340486465
0.01,36,2,108447.494420996
0.007,38,2,108430.384985425
0.001,36,4,108425.898070832
0.001,23,7,108406.089610226
0.004,24,4,108389.73111497
0.001,30,5,108354.26401705
0.006,29,3,108339.669688194
0.011,21,4,108333.560861356
0.026,17,5,108318.822909627
0.002,20,6,108296.647853953
0.014,12,8,108293.732720645
0.028,11,8,108292.638400102
0.002,35,3,108284.561875785
0.002,14,9,108261.092923964
0.003,21,5,108245.623086832
0.001,16,10,108216.260053176
0.005,14,7,108188.046712837
0.016,21,4,108184.63497202
0.011,36,2,108180.904125572
0.005,23,4,108160.291171754
0.006,11,9,108157.595456303
0.002,15,9,108131.26790861
0.003,18,6,108108.714807672
0.008,14,7,108094.681713703
0.001,20,8,108094.242453027
0.002,27,4,108078.720533923
0.003,14,8,108078.307162073
0.014,13,7,108077.835202662
0.022,35,2,108022.303327736
0.003,25,4,108012.689745848
0.001,29,5,107964.897733614
0.012,26,3,107958.296293144
0.001,25,6,107938.894589587
0.007,37,2,107930.609467463
0.027,15,6,107902.965776727
0.005,29,3,107870.226585763
0.001,35,4,107831.201466537
0.002,17,7,107807.979334818
0.011,18,5,107803.61366716
0.001,18,9,107776.828933247
0.026,26,3,107776.195167097
0.001,22,7,107774.861962107
0.005,17,6,107746.997472862
0.004,11,10,107705.088624894
0.004,40,2,107665.877944294
0.001,21,7,107628.39216589
0.019,26,3,107590.765602517
0.009,18,5,107558.46759418
0.001,19,8,107521.803231719
0.003,31,3,107502.54437368
0.001,24,6,107456.421949091
0.006,28,3,107433.482145453
0.008,18,5,107412.735435745
0.001,17,9,107411.024566544
0.004,30,3,107376.713635924
0.025,17,5,107347.636607871
0.01,15,6,107324.026476981
0.007,12,8,107280.509315567
0.024,20,4,107210.400999189
0.017,26,3,107207.357762498
0.004,39,2,107201.773819769
0.002,22,5,107107.975183543
0.001,34,4,107095.092828346
0.006,16,6,107047.426771964
0.002,19,6,107045.586101966
0.002,34,3,107044.306116535
0.018,35,2,106986.228401504
0.025,21,4,106980.336638099
0.008,10,10,106965.460985664
0.006,12,8,106959.693636074
0.003,24,4,106948.687496437
0.003,20,5,106948.098518927
0.011,15,6,106922.98558621
0.005,28,3,106903.798314957
0.002,15,8,106882.438772789
0.01,22,4,106853.66203565
0.01,27,3,106848.673547404
0.004,17,6,106838.203526087
0.009,27,3,106834.695736638
0.01,18,5,106815.924077503
0.003,40,2,106767.140277179
0.015,17,5,106760.512097793
0.001,15,10,106738.535609838
0.015,13,7,106735.464550444
0.001,28,5,106734.707064841
0.024,13,7,106730.588013444
0.005,22,4,106710.047172539
0.004,29,3,106691.724370415
0.019,18,5,106655.426244783
0.022,26,3,106649.747757964
0.007,22,4,106640.721230264
0.003,11,10,106637.636539487
0.002,33,3,106616.992634814
0.008,23,4,106594.778487376
0.011,35,2,106586.374070411
0.001,40,3,106574.902651421
0.003,13,8,106542.879977343
0.005,38,2,106526.481383539
0.001,33,4,106497.045374839
0.001,18,8,106462.626027884
0.005,10,10,106450.611092197
0.026,10,9,106385.033398963
0.019,34,2,106350.83038239
0.006,37,2,106319.886625052
0.016,10,9,106312.117342239
0.019,11,9,106293.032015699
0.019,21,4,106291.027142379
0.002,13,9,106244.956718334
0.002,26,4,106235.717093486
0.001,23,6,106222.470908417
0.002,16,7,106147.815296346
0.007,18,5,106101.841367052
0.001,20,7,106081.208106931
0.003,16,7,106077.862561665
0.003,17,6,106040.255218709
